Gene_id,readcount_S_111,readcount_S_CON,log2FoldChange,pval,padj,Gene description,Gene name
PGSC0003DMG400028165,998.8775554,2078.439233,-1.0571,3.46E-09,4.56E-07,Calmodulin binding protein [Source:PGSC_GENE;Acc:PGSC0003DMG400028165],
PGSC0003DMG400028182,1170.09448,272.6033944,2.1017,6.76E-09,8.58E-07,Aquaporin TIP1;3 [Source:PGSC_GENE;Acc:PGSC0003DMG400028182],
PGSC0003DMG400028185,41.1648338,93.24772758,-1.1797,0.002708,0.044254,Metal ion binding protein [Source:PGSC_GENE;Acc:PGSC0003DMG400028185],
PGSC0003DMG400028220,653.1405052,390.7991557,0.74097,0.00012459,0.0042161,Cytochrome P450 monooxygenase CYP82E3 [Source:PGSC_GENE;Acc:PGSC0003DMG400028220],
PGSC0003DMG400028222,667.3674548,1458.200676,-1.1276,5.87E-10,9.17E-08,KED [Source:PGSC_GENE;Acc:PGSC0003DMG400028222],
PGSC0003DMG400028267,197.0159699,664.8764953,-1.7548,2.53E-18,1.68E-15,Cellulose synthase-like A1 [Source:PGSC_GENE;Acc:PGSC0003DMG400028267],
PGSC0003DMG400028268,106.5672668,187.3571027,-0.81403,0.0008288,0.01859,Cytochrome P450 76A2 [Source:PGSC_GENE;Acc:PGSC0003DMG400028268],
PGSC0003DMG400028273,3790.921519,2566.326918,0.56284,0.00083802,0.018722,Chloroplast threonine deaminase 1 [Source:PGSC_GENE;Acc:PGSC0003DMG400028273],
PGSC0003DMG400028280,818.6850479,546.7374793,0.58246,0.002081,0.036336,Ankyrin repeat-containing protein [Source:PGSC_GENE;Acc:PGSC0003DMG400028280],
PGSC0003DMG400028305,1315.606703,751.6807595,0.80754,0.0013594,0.026605,Heat shock protein binding protein [Source:PGSC_GENE;Acc:PGSC0003DMG400028305],
PGSC0003DMG400028315,453.8935025,870.6529142,-0.93974,9.13E-07,6.83E-05,Ninja-family protein AFP2 [Source:PGSC_GENE;Acc:PGSC0003DMG400028315],
PGSC0003DMG400028339,68.22565118,126.6285805,-0.89222,0.0015389,0.029075,Late blight resistance protein [Source:PGSC_GENE;Acc:PGSC0003DMG400028339],
PGSC0003DMG400028345,640.6667186,433.5067148,0.56352,0.0031913,0.049871,Conserved gene of unknown function [Source:PGSC_GENE;Acc:PGSC0003DMG400028345],
PGSC0003DMG400028381,316.4649096,504.8789481,-0.67389,0.0007378,0.017084,Transcription factor [Source:PGSC_GENE;Acc:PGSC0003DMG400028381],
PGSC0003DMG400028420,1610.275489,2592.19326,-0.68687,0.0018544,0.033372,UOS1 [Source:PGSC_GENE;Acc:PGSC0003DMG400028420],
PGSC0003DMG400028448,514.0478591,811.3950887,-0.6585,0.00039422,0.010407,Conserved gene of unknown function [Source:PGSC_GENE;Acc:PGSC0003DMG400028448],
PGSC0003DMG400028467,826.7655033,2140.032789,-1.3721,1.71E-14,6.57E-12,Trehalose-6-phosphate synthase [Source:PGSC_GENE;Acc:PGSC0003DMG400028467],
PGSC0003DMG400028479,15.185019,51.23261331,-1.7544,0.00027956,0.0080126,CBL-interacting protein kinase 16 [Source:PGSC_GENE;Acc:PGSC0003DMG400028479],
PGSC0003DMG400028483,149.2437892,67.68791464,1.1407,5.27E-05,0.0020763,Gene of unknown function [Source:PGSC_GENE;Acc:PGSC0003DMG400028483],
PGSC0003DMG400028491,669.0608493,2215.973498,-1.7277,3.61E-10,5.85E-08,CBL-interacting protein kinase 6 [Source:PGSC_GENE;Acc:PGSC0003DMG400028491],
PGSC0003DMG400028520,518.8945193,1539.044618,-1.5685,1.63E-17,9.95E-15,WRKY transcription factor 1 [Source:PGSC_GENE;Acc:PGSC0003DMG400028520],
PGSC0003DMG400028562,103.5434856,54.04421609,0.93802,0.0027672,0.044797,Receptor protein kinase [Source:PGSC_GENE;Acc:PGSC0003DMG400028562],
PGSC0003DMG400028568,113.986763,352.8507375,-1.6302,4.77E-13,1.39E-10,Conserved gene of unknown function [Source:PGSC_GENE;Acc:PGSC0003DMG400028568],
PGSC0003DMG400028580,696.3181738,1022.084177,-0.5537,0.0025907,0.042923,Mahogunin [Source:PGSC_GENE;Acc:PGSC0003DMG400028580],
PGSC0003DMG400028607,413.1311937,663.765903,-0.68407,0.0011004,0.02279,Ca2+ antiporter/cation exchanger [Source:PGSC_GENE;Acc:PGSC0003DMG400028607],
PGSC0003DMG400028611,501.1001943,736.956454,-0.55648,0.0022263,0.038166,Peroxisomal membrane protein pmp34 [Source:PGSC_GENE;Acc:PGSC0003DMG400028611],
PGSC0003DMG400028617,187.3149006,87.85659453,1.0922,0.00017607,0.0055418,Conserved gene of unknown function [Source:PGSC_GENE;Acc:PGSC0003DMG400028617],
PGSC0003DMG400028620,267.1249649,1016.543497,-1.9281,1.92E-10,3.25E-08,DNA photolyase [Source:PGSC_GENE;Acc:PGSC0003DMG400028620],
PGSC0003DMG400028624,38.17128661,144.1793816,-1.9173,1.11E-10,2.01E-08,Small heat-shock protein [Source:PGSC_GENE;Acc:PGSC0003DMG400028624],
PGSC0003DMG400028666,1986.017455,3846.076819,-0.95351,2.53E-08,2.82E-06,MAP3Ka [Source:PGSC_GENE;Acc:PGSC0003DMG400028666],
PGSC0003DMG400028678,250.0747948,148.2219769,0.7546,0.002725,0.044483,Pectinesterase inhibitor [Source:PGSC_GENE;Acc:PGSC0003DMG400028678],
PGSC0003DMG400028694,834.5438511,1512.629322,-0.858,1.10E-06,7.89E-05,Ethylene receptor homolog [Source:PGSC_GENE;Acc:PGSC0003DMG400028694],
PGSC0003DMG400028701,644.3624893,1091.550632,-0.76043,4.55E-05,0.0018633,Zinc finger protein [Source:PGSC_GENE;Acc:PGSC0003DMG400028701],
PGSC0003DMG400028703,63.69233417,162.7374333,-1.3534,0.00033061,0.0091552,Tea geometrid larvae-inducible protein [Source:PGSC_GENE;Acc:PGSC0003DMG400028703],
PGSC0003DMG400028724,8.381393281,28.4703685,-1.7642,0.0017732,0.03221,Major latex [Source:PGSC_GENE;Acc:PGSC0003DMG400028724],
PGSC0003DMG400028735,2113.825186,1422.473673,0.57145,0.0026479,0.043591,Transducin family protein [Source:PGSC_GENE;Acc:PGSC0003DMG400028735],
PGSC0003DMG400028744,892.8607272,568.8643278,0.65035,0.00064398,0.015358,Small molecular heat shock protein 10 [Source:PGSC_GENE;Acc:PGSC0003DMG400028744],
PGSC0003DMG400028773,3224.785532,2067.819643,0.64109,0.00030192,0.0085045,Conserved gene of unknown function [Source:PGSC_GENE;Acc:PGSC0003DMG400028773],
PGSC0003DMG400028797,57.54547777,318.3282106,-2.4677,0.0019139,0.034108,Calcium-binding allergen Ole e 8 [Source:PGSC_GENE;Acc:PGSC0003DMG400028797],
PGSC0003DMG400028799,235.9328389,122.3014778,0.94793,0.00011958,0.0040864,Pollen-specific C2 domain containing protein [Source:PGSC_GENE;Acc:PGSC0003DMG400028799],
PGSC0003DMG400028815,1711.839662,1146.175295,0.57872,0.0012637,0.025245,Reticulon family protein [Source:PGSC_GENE;Acc:PGSC0003DMG400028815],
PGSC0003DMG400028818,1656.020517,446.5748611,1.8907,2.49E-07,2.17E-05,Transcription factor [Source:PGSC_GENE;Acc:PGSC0003DMG400028818],
PGSC0003DMG400028897,793.357172,1892.24418,-1.2541,4.53E-12,1.09E-09,Beta-carotene hydroxylase [Source:PGSC_GENE;Acc:PGSC0003DMG400028897],
PGSC0003DMG400028901,479.6574937,292.4934246,0.7136,0.0003365,0.0092688,Proline-rich cell wall protein [Source:PGSC_GENE;Acc:PGSC0003DMG400028901],
PGSC0003DMG400028904,1065.869428,2745.349829,-1.365,0.00018115,0.0056673,SGT1 [Source:PGSC_GENE;Acc:PGSC0003DMG400028904],
PGSC0003DMG400028913,47.17356078,18.26739082,1.3687,0.0019191,0.034142,AP2 domain-containing transcription factor [Source:PGSC_GENE;Acc:PGSC0003DMG400028913],
PGSC0003DMG400028926,115.4867429,214.0932883,-0.89051,0.0031711,0.049586,Conserved gene of unknown function [Source:PGSC_GENE;Acc:PGSC0003DMG400028926],
PGSC0003DMG400028953,12.15016474,117.0393712,-3.2679,4.08E-11,8.08E-09,Cytochrome P450 hydroxylase [Source:PGSC_GENE;Acc:PGSC0003DMG400028953],
PGSC0003DMG400028958,289.1015756,541.3823486,-0.90507,3.59E-06,0.00022416,Multicopper oxidase [Source:PGSC_GENE;Acc:PGSC0003DMG400028958],
PGSC0003DMG400029085,6440.86502,3421.660297,0.91256,0.0004689,0.011982,Mta/sah nucleosidase [Source:PGSC_GENE;Acc:PGSC0003DMG400029085],
PGSC0003DMG400029132,214.1467229,348.2450368,-0.7015,0.0011846,0.02411,UDP-glucose:glucosyltransferase [Source:PGSC_GENE;Acc:PGSC0003DMG400029132],
PGSC0003DMG400029159,610.1580231,990.701569,-0.69927,0.0014294,0.027678,Conserved gene of unknown function [Source:PGSC_GENE;Acc:PGSC0003DMG400029159],
PGSC0003DMG400029174,844.2027641,1384.617042,-0.71383,6.01E-05,0.0023263,GNS1/SUR4 membrane family protein [Source:PGSC_GENE;Acc:PGSC0003DMG400029174],
PGSC0003DMG400029187,11.03010567,39.41194015,-1.8372,0.00034134,0.0093278,EMB3013 [Source:PGSC_GENE;Acc:PGSC0003DMG400029187],
PGSC0003DMG400029201,35.41464605,83.93200151,-1.2449,0.00086829,0.019178,Sesquiterpene synthase 2 [Source:PGSC_GENE;Acc:PGSC0003DMG400029201],
PGSC0003DMG400029207,1436.246677,3116.877168,-1.1178,0.00023488,0.0069697,WRKY transcription factor 6 [Source:PGSC_GENE;Acc:PGSC0003DMG400029207],
PGSC0003DMG400029242,108.4921847,226.7872226,-1.0637,1.01E-05,0.00054499,Oligopeptide transporter [Source:PGSC_GENE;Acc:PGSC0003DMG400029242],
PGSC0003DMG400029260,292.3862518,156.6949974,0.89992,0.00077916,0.017725,Trans-2-enoyl CoA reductase [Source:PGSC_GENE;Acc:PGSC0003DMG400029260],
PGSC0003DMG400029263,690.7439481,262.9976775,1.3931,2.06E-06,0.00013921,Anthocyanin acyltransferase [Source:PGSC_GENE;Acc:PGSC0003DMG400029263],
PGSC0003DMG400029315,814.9259975,1242.478006,-0.60848,0.00056184,0.013779,Conserved gene of unknown function [Source:PGSC_GENE;Acc:PGSC0003DMG400029315],
PGSC0003DMG400029338,201.1130952,53.95318874,1.8982,0.0013121,0.026038,GAST [Source:PGSC_GENE;Acc:PGSC0003DMG400029338],
PGSC0003DMG400029350,150.0393023,349.4867405,-1.2199,2.04E-08,2.32E-06,Glycosyltransferase [Source:PGSC_GENE;Acc:PGSC0003DMG400029350],
PGSC0003DMG400029356,16.67040378,2.643125783,2.657,0.0028471,0.045757,Polygalacturonase 4 [Source:PGSC_GENE;Acc:PGSC0003DMG400029356],
PGSC0003DMG400029360,391.1594374,205.5900578,0.92799,0.0022926,0.039024,Inosine-uridine preferring nucleoside hydrolase family protein [Source:PGSC_GENE;Acc:PGSC0003DMG400029360],
PGSC0003DMG400029365,2505.065433,4557.411506,-0.86337,1.05E-06,7.56E-05,CONSTANS [Source:PGSC_GENE;Acc:PGSC0003DMG400029365],
PGSC0003DMG400029371,498.4228125,827.3477372,-0.73112,6.45E-05,0.002454,DNA-binding protein NtWRKY3 [Source:PGSC_GENE;Acc:PGSC0003DMG400029371],
PGSC0003DMG400029398,101.5983438,294.8467035,-1.5371,9.05E-08,8.79E-06,Auxin efflux carrier family protein [Source:PGSC_GENE;Acc:PGSC0003DMG400029398],
PGSC0003DMG400029405,83.28671282,151.794222,-0.86596,0.001102,0.02279,Disease resistance protein RPM1 [Source:PGSC_GENE;Acc:PGSC0003DMG400029405],
PGSC0003DMG400029408,61342.58618,35807.10948,0.77664,2.95E-05,0.0013111,Catalase [Source:PGSC_GENE;Acc:PGSC0003DMG400029408],
PGSC0003DMG400029430,89.23668009,387.3972711,-2.1181,0.001791,0.032438,ARGOS [Source:PGSC_GENE;Acc:PGSC0003DMG400029430],
PGSC0003DMG400029435,103.5727299,51.94346249,0.99563,0.0013058,0.025931,Gene of unknown function [Source:PGSC_GENE;Acc:PGSC0003DMG400029435],
PGSC0003DMG400029464,28.1662814,76.16727666,-1.4352,0.0001339,0.0044727,Avr9/Cf-9 rapidly elicited protein 74 [Source:PGSC_GENE;Acc:PGSC0003DMG400029464],
PGSC0003DMG400029499,3634.529411,2243.524005,0.696,8.10E-05,0.0029702,Dimethylmenaquinone methyltransferase [Source:PGSC_GENE;Acc:PGSC0003DMG400029499],
PGSC0003DMG400029515,653.44945,432.8249371,0.59429,0.002691,0.04409,"Myosin heavy chain, clone [Source:PGSC_GENE;Acc:PGSC0003DMG400029515]",
PGSC0003DMG400029570,355.6224636,216.037359,0.71907,0.00058987,0.014298,Pentatricopeptide repeat-containing protein [Source:PGSC_GENE;Acc:PGSC0003DMG400029570],
PGSC0003DMG400029591,132.2032621,432.3750322,-1.7095,8.59E-15,3.43E-12,"Cryptochrome DASH, chloroplastic/mitochondrial [Source:PGSC_GENE;Acc:PGSC0003DMG400029591]",
PGSC0003DMG400029617,45.57049396,179.8231678,-1.9804,1.75E-11,3.67E-09,Serine/threonine protein kinase [Source:PGSC_GENE;Acc:PGSC0003DMG400029617],
PGSC0003DMG400029620,122.8840972,1107.339719,-3.1717,9.73E-27,1.89E-23,Chalcone synthase 1B [Source:UniProtKB/Swiss-Prot;Acc:Q43163],CHS1B
PGSC0003DMG400029623,155.3871604,508.1741542,-1.7095,2.52E-16,1.27E-13,Salicylic acid/benzoic acid carboxyl methyltransferase [Source:PGSC_GENE;Acc:PGSC0003DMG400029623],
PGSC0003DMG400029624,1087.43958,4115.113722,-1.92,2.05E-27,4.56E-24,S-adenosyl-L-methionine: salicylic acid carboxyl methyltransferase [Source:PGSC_GENE;Acc:PGSC0003DMG400029624],
PGSC0003DMG400029628,180.7077886,347.3828882,-0.94287,1.46E-05,0.00072806,Conserved gene of unknown function [Source:PGSC_GENE;Acc:PGSC0003DMG400029628],
PGSC0003DMG400029643,126.3879457,257.651872,-1.0276,0.0019321,0.034333,Nodule inception protein [Source:PGSC_GENE;Acc:PGSC0003DMG400029643],
PGSC0003DMG400029652,447.5307897,1138.187258,-1.3467,0.00078891,0.017934,"Protein ABC1, mitochondrial [Source:PGSC_GENE;Acc:PGSC0003DMG400029652]",
PGSC0003DMG400029662,303.6752006,125.713853,1.2724,1.87E-07,1.67E-05,Gene of unknown function [Source:PGSC_GENE;Acc:PGSC0003DMG400029662],
PGSC0003DMG400029732,45384.80711,20556.78724,1.1426,1.37E-11,2.96E-09,Auxin repressed/dormancy associated protein [Source:PGSC_GENE;Acc:PGSC0003DMG400029732],
PGSC0003DMG400029736,54.00875038,249.6460222,-2.2086,0.00053032,0.013236,Gene of unknown function [Source:PGSC_GENE;Acc:PGSC0003DMG400029736],
PGSC0003DMG400029769,35.40400676,7.573930687,2.2248,0.0025435,0.042367,Nodulin [Source:PGSC_GENE;Acc:PGSC0003DMG400029769],
PGSC0003DMG400029832,686.8943399,1141.125418,-0.7323,7.92E-05,0.0029194,Sugar-dependent1 [Source:PGSC_GENE;Acc:PGSC0003DMG400029832],
PGSC0003DMG400029856,340.5033215,832.6089625,-1.29,6.73E-08,6.78E-06,N-acylneuraminate-9-phosphatase [Source:PGSC_GENE;Acc:PGSC0003DMG400029856],
PGSC0003DMG400029894,56.37915133,272.6645536,-2.2739,5.93E-08,6.05E-06,Cytochrome P450 hydroxylase [Source:PGSC_GENE;Acc:PGSC0003DMG400029894],
PGSC0003DMG400029915,319.3569411,642.8966206,-1.0094,3.08E-07,2.60E-05,Acyl-CoA synthetase [Source:PGSC_GENE;Acc:PGSC0003DMG400029915],
PGSC0003DMG400029931,209.5357849,828.8793376,-1.984,1.82E-13,5.84E-11,Anthocyanin permease [Source:PGSC_GENE;Acc:PGSC0003DMG400029931],
PGSC0003DMG400029934,292.8006811,113.0503936,1.373,2.70E-09,3.70E-07,Sphingolipid delta-8 desaturase [Source:PGSC_GENE;Acc:PGSC0003DMG400029934],
PGSC0003DMG400029939,34.35688354,81.09625379,-1.239,0.00055514,0.013647,Kinase family protein [Source:PGSC_GENE;Acc:PGSC0003DMG400029939],
PGSC0003DMG400029940,565.0377671,325.337045,0.79641,3.01E-05,0.0013316,Conserved gene of unknown function [Source:PGSC_GENE;Acc:PGSC0003DMG400029940],
PGSC0003DMG400029946,162.419654,335.0370204,-1.0446,0.0001903,0.0058858,Bell-like homeodomain protein 4 [Source:PGSC_GENE;Acc:PGSC0003DMG400029946],
PGSC0003DMG400029964,1213.531685,577.4212643,1.0715,1.89E-06,0.00012877,Phospholipase A2 [Source:PGSC_GENE;Acc:PGSC0003DMG400029964],
PGSC0003DMG400030035,1005.270109,1665.179481,-0.72809,5.08E-05,0.0020152,Receptor protein kinase [Source:PGSC_GENE;Acc:PGSC0003DMG400030035],
PGSC0003DMG400030058,1555.910072,2542.846753,-0.70869,3.01E-05,0.0013316,MAP kinase [Source:PGSC_GENE;Acc:PGSC0003DMG400030058],
PGSC0003DMG400030087,856.9876433,1429.884174,-0.73855,6.40E-05,0.0024436,With no lysine kinase [Source:PGSC_GENE;Acc:PGSC0003DMG400030087],
PGSC0003DMG400030089,85.66532917,181.5940788,-1.0839,0.0017162,0.031449,Heat shock protein 70kD [Source:PGSC_GENE;Acc:PGSC0003DMG400030089],
PGSC0003DMG400030113,32.6543208,79.83847455,-1.2898,0.00018715,0.0058201,Leucine-rich repeat receptor kinase [Source:PGSC_GENE;Acc:PGSC0003DMG400030113],
PGSC0003DMG400030119,41.56077306,86.97285448,-1.0653,0.0009288,0.02017,"Serine-threonine protein kinase, plant-type [Source:PGSC_GENE;Acc:PGSC0003DMG400030119]",
PGSC0003DMG400030121,119.5432042,260.9339132,-1.1262,1.08E-06,7.74E-05,Malic enzyme [Source:PGSC_GENE;Acc:PGSC0003DMG400030121],
PGSC0003DMG400030144,95.81311362,316.4739289,-1.7238,0.0012325,0.024791,Kinase [Source:PGSC_GENE;Acc:PGSC0003DMG400030144],
PGSC0003DMG400030177,614.4685324,364.7887754,0.75228,0.00058688,0.014237,Zinc finger family protein [Source:PGSC_GENE;Acc:PGSC0003DMG400030177],
PGSC0003DMG400030212,2043.642958,9115.834037,-2.1572,6.05E-35,6.27E-31,Nitrate reductase [Source:PGSC_GENE;Acc:PGSC0003DMG400030212],
PGSC0003DMG400030220,256.1022828,503.3931972,-0.97497,1.31E-06,9.27E-05,"Protein cbxX, chromosomal [Source:PGSC_GENE;Acc:PGSC0003DMG400030220]",
PGSC0003DMG400030228,44.50450535,128.7270053,-1.5323,3.09E-07,2.60E-05,DNA binding protein [Source:PGSC_GENE;Acc:PGSC0003DMG400030228],
PGSC0003DMG400030243,356.1370787,157.3274581,1.1787,1.07E-05,0.00056741,Major latex [Source:PGSC_GENE;Acc:PGSC0003DMG400030243],
PGSC0003DMG400030246,14.11655228,39.6535412,-1.4901,0.00092267,0.020065,Transcription factor [Source:PGSC_GENE;Acc:PGSC0003DMG400030246],
PGSC0003DMG400030251,15.56973742,54.35519737,-1.8037,8.60E-05,0.0031194,Conserved gene of unknown function [Source:PGSC_GENE;Acc:PGSC0003DMG400030251],
PGSC0003DMG400030262,146.1077987,433.1199119,-1.5677,7.52E-06,0.0004235,WD-repeat protein [Source:PGSC_GENE;Acc:PGSC0003DMG400030262],
PGSC0003DMG400030309,58.27738999,194.6022487,-1.7395,0.001627,0.03028,Auxin-regulated protein [Source:PGSC_GENE;Acc:PGSC0003DMG400030309],
PGSC0003DMG400030328,417.3440725,245.1730284,0.76744,0.0019874,0.035136,StPCL1 protein [Source:PGSC_GENE;Acc:PGSC0003DMG400030328],
PGSC0003DMG400030332,112.3585054,203.511032,-0.857,0.0013973,0.027261,Protein phosphatase 2C [Source:PGSC_GENE;Acc:PGSC0003DMG400030332],
PGSC0003DMG400030339,118.3924125,664.7009108,-2.4891,2.71E-12,6.70E-10,17.6 kD class I small heat shock protein [Source:PGSC_GENE;Acc:PGSC0003DMG400030339],
PGSC0003DMG400030340,4.583742192,27.7308165,-2.5969,2.98E-05,0.001324,17.6 kD class I small heat shock protein [Source:PGSC_GENE;Acc:PGSC0003DMG400030340],
PGSC0003DMG400030341,412.8155317,1068.516964,-1.372,3.06E-11,6.26E-09,17.6 kDa class I heat shock protein [Source:PGSC_GENE;Acc:PGSC0003DMG400030341],
PGSC0003DMG400030359,7339.648511,10790.42343,-0.55597,0.0016872,0.031083,Pyridoxine biosynthesis protein isoform A [Source:PGSC_GENE;Acc:PGSC0003DMG400030359],
PGSC0003DMG400030363,486.8718164,320.8134958,0.60181,0.0020933,0.03651,Conserved gene of unknown function [Source:PGSC_GENE;Acc:PGSC0003DMG400030363],
PGSC0003DMG400030374,3791.238392,2687.268014,0.49653,0.0021617,0.037348,RNA binding protein [Source:PGSC_GENE;Acc:PGSC0003DMG400030374],
PGSC0003DMG400030381,22.83570666,110.8200318,-2.2789,5.44E-12,1.28E-09,Nodulin [Source:PGSC_GENE;Acc:PGSC0003DMG400030381],
PGSC0003DMG400030382,97.16310744,24.83479668,1.968,0.0031614,0.049578,Class III peroxidase [Source:PGSC_GENE;Acc:PGSC0003DMG400030382],
PGSC0003DMG400030389,296.9685599,174.6289016,0.76602,0.00041423,0.010843,Myb family transcription factor [Source:PGSC_GENE;Acc:PGSC0003DMG400030389],
PGSC0003DMG400030394,287.5525291,453.321363,-0.65671,0.0012843,0.025569,Conserved gene of unknown function [Source:PGSC_GENE;Acc:PGSC0003DMG400030394],
PGSC0003DMG400030413,76.44235088,37.32189778,1.0343,0.0028533,0.045833,Cytochrome P450 [Source:PGSC_GENE;Acc:PGSC0003DMG400030413],
PGSC0003DMG400030418,230.6304103,470.8928282,-1.0298,0.0023172,0.039334,Ripening protein [Source:PGSC_GENE;Acc:PGSC0003DMG400030418],
PGSC0003DMG400030426,1288.602275,6461.372121,-2.326,4.77E-30,1.65E-26,17.6 kD class I small heat shock protein [Source:PGSC_GENE;Acc:PGSC0003DMG400030426],
PGSC0003DMG400030427,10.36775508,69.86811461,-2.7525,4.09E-07,3.37E-05,Hsp20.1 protein [Source:PGSC_GENE;Acc:PGSC0003DMG400030427],
PGSC0003DMG400030491,432.1704231,279.4421793,0.62905,0.0024452,0.041014,(Di)nucleoside polyphosphate hydrolase [Source:PGSC_GENE;Acc:PGSC0003DMG400030491],
PGSC0003DMG400030528,576.3388543,382.8160167,0.59027,0.0020568,0.036076,Phosphatidic acid phosphatase alpha [Source:PGSC_GENE;Acc:PGSC0003DMG400030528],
PGSC0003DMG400030548,29.82816213,172.710435,-2.5336,4.49E-18,2.91E-15,Myb-like transcription factor 6 [Source:PGSC_GENE;Acc:PGSC0003DMG400030548],
PGSC0003DMG400030571,57.90321313,25.16468342,1.2022,0.0016754,0.030957,Ring finger containing protein [Source:PGSC_GENE;Acc:PGSC0003DMG400030571],
PGSC0003DMG400030582,38.81546177,109.2226126,-1.4926,1.47E-06,0.00010374,Gene of unknown function [Source:PGSC_GENE;Acc:PGSC0003DMG400030582],
PGSC0003DMG400030594,12.95101354,37.80354092,-1.5455,0.0023093,0.039221,ATP synthase subunit beta [Source:PGSC_GENE;Acc:PGSC0003DMG400030594],
PGSC0003DMG400030608,257.9169463,811.1723739,-1.6531,7.60E-17,4.07E-14,Calcium-binding protein CML24 [Source:PGSC_GENE;Acc:PGSC0003DMG400030608],
PGSC0003DMG400030640,48.8842954,175.9004026,-1.8473,1.27E-07,1.20E-05,Conserved gene of unknown function [Source:PGSC_GENE;Acc:PGSC0003DMG400030640],
PGSC0003DMG400030643,501.4554623,1020.529664,-1.0251,5.27E-08,5.44E-06,AAR2 protein family [Source:PGSC_GENE;Acc:PGSC0003DMG400030643],
PGSC0003DMG400030645,161.2337435,297.9677478,-0.886,7.32E-05,0.0027254,Conserved gene of unknown function [Source:PGSC_GENE;Acc:PGSC0003DMG400030645],
PGSC0003DMG400030673,27.26962139,67.65930011,-1.311,0.00049688,0.012542,Gene of unknown function [Source:PGSC_GENE;Acc:PGSC0003DMG400030673],
PGSC0003DMG400030683,463.9707535,1054.567109,-1.1845,0.0022838,0.038903,Arogenate dehydrogenase [Source:PGSC_GENE;Acc:PGSC0003DMG400030683],
PGSC0003DMG400030684,195.3129406,432.899,-1.1482,9.29E-07,6.91E-05,Inner membrane transport protein yjjL [Source:PGSC_GENE;Acc:PGSC0003DMG400030684],
PGSC0003DMG400030692,94.28925797,176.2346591,-0.90233,0.00049133,0.012422,Conserved gene of unknown function [Source:PGSC_GENE;Acc:PGSC0003DMG400030692],
PGSC0003DMG400030693,150.3835556,282.9011606,-0.91165,5.77E-05,0.0022515,Conserved gene of unknown function [Source:PGSC_GENE;Acc:PGSC0003DMG400030693],
PGSC0003DMG400030696,83.91843915,32.07386995,1.3876,0.00010007,0.0035282,Conserved gene of unknown function [Source:PGSC_GENE;Acc:PGSC0003DMG400030696],
PGSC0003DMG400030731,319.7220761,694.0093963,-1.1181,0.0024716,0.04139,Metallocarboxypeptidase inhibitor [Source:PGSC_GENE;Acc:PGSC0003DMG400030731],
PGSC0003DMG400030762,329.1299129,196.5826712,0.74352,0.00081315,0.018324,Zinc finger family protein [Source:PGSC_GENE;Acc:PGSC0003DMG400030762],
PGSC0003DMG400030788,1628.557675,978.3839663,0.73512,4.49E-05,0.0018397,Type 2 proly 4-hydroxylase [Source:PGSC_GENE;Acc:PGSC0003DMG400030788],
PGSC0003DMG400030813,263.9083833,439.898131,-0.73713,0.00022311,0.00671,Conserved gene of unknown function [Source:PGSC_GENE;Acc:PGSC0003DMG400030813],
PGSC0003DMG400030855,253.6143584,394.0012495,-0.63556,0.0015283,0.02891,Disease resistance protein RGA1 [Source:PGSC_GENE;Acc:PGSC0003DMG400030855],
PGSC0003DMG400030872,76.66865105,151.6656525,-0.98419,0.00031368,0.008788,Conserved gene of unknown function [Source:PGSC_GENE;Acc:PGSC0003DMG400030872],
PGSC0003DMG400030925,637.0287827,362.7419524,0.81241,0.0022085,0.037904,Conserved gene of unknown function [Source:PGSC_GENE;Acc:PGSC0003DMG400030925],
PGSC0003DMG400030928,1920.924689,7189.71106,-1.9041,0.00050735,0.012734,EIN3-binding F-box protein 1 [Source:PGSC_GENE;Acc:PGSC0003DMG400030928],
PGSC0003DMG400030947,1057.663358,1791.033119,-0.75991,1.66E-05,0.00081499,Chaperone protein dnaJ [Source:PGSC_GENE;Acc:PGSC0003DMG400030947],
PGSC0003DMG400030984,2331.746174,5003.078192,-1.1014,3.41E-05,0.0014748,Carbonic anhydrase [Source:PGSC_GENE;Acc:PGSC0003DMG400030984],
PGSC0003DMG400030998,2551.20234,5487.502355,-1.105,1.25E-08,1.48E-06,Alcohol dehydrogenase [Source:PGSC_GENE;Acc:PGSC0003DMG400030998],
PGSC0003DMG400031014,356.0151518,589.6356078,-0.72789,0.00025859,0.0075086,Kinesin [Source:PGSC_GENE;Acc:PGSC0003DMG400031014],
PGSC0003DMG400031028,195.467284,372.0336258,-0.92851,0.0001917,0.0059083,Transmembrane protein kinase [Source:PGSC_GENE;Acc:PGSC0003DMG400031028],
PGSC0003DMG400031065,169.1670671,67.660214,1.3221,1.19E-06,8.49E-05,Pectate lyase [Source:PGSC_GENE;Acc:PGSC0003DMG400031065],
PGSC0003DMG400031102,490.7110021,826.744323,-0.75257,3.60E-05,0.0015403,Endoplasmic oxidoreductin-1 [Source:PGSC_GENE;Acc:PGSC0003DMG400031102],
PGSC0003DMG400031119,2419.47103,1117.514522,1.1144,8.77E-10,1.29E-07,Stress-induced protein [Source:PGSC_GENE;Acc:PGSC0003DMG400031119],
PGSC0003DMG400031137,108.2861191,322.3869064,-1.5739,2.05E-05,0.00096553,Ripening regulated protein DDTFR8 [Source:PGSC_GENE;Acc:PGSC0003DMG400031137],
